directions	direction, route, way	tohutohu	directions_423_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/423/direction.423.main_glosses.mb.r480x360.mp4	1.1.1	in front of body	direction, location and spatial relations	directions	directions	direction, route, way	direction|route|way	tohutohu	tohutohu
dirty, sin	immoral, rude	paru, hara	dirty_5839_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5839/dirty.5839.main_glosses.mb.r480x360.mp4	5.3.1	palm	qualities, description and comparison|religions	dirty, sin	dirty|sin	immoral, rude	immoral|rude	paru, hara	paru|hara
dirty	filthy, grubby, unclean	paruparu	dirty_5538_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5538/dirty.5538.main_glosses.mb.r480x360.mp4	1.1.1	in front of body	qualities, description and comparison	dirty	dirty	filthy, grubby, unclean	filthy|grubby|unclean	paruparu	paruparu
dirty	filthy, grubby, unclean	paruparu	dirty_895_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/895/dirty.895.main_glosses.mb.r480x360.mp4	1.1.1	palm	qualities, description and comparison	dirty	dirty	filthy, grubby, unclean	filthy|grubby|unclean	paruparu	paruparu
dirty	filthy, grubby, unclean	paruparu	dirty_650_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/650/dirty.650.main_glosses.rp.r480x360.mp4	1.1.1	palm	qualities, description and comparison	dirty	dirty	filthy, grubby, unclean	filthy|grubby|unclean	paruparu	paruparu
disabled	physical disability	hauā	disabled_949_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/949/disabled.949.main_glosses.jo.r480x360.mp4	1.1.1	lower arm	health	disabled	disabled	physical disability	physical disability	haua	haua
disallow, disregard	dissociate from, ignore, not acknowledge, shut out, that's enough, the end of the matter	whakakorea	disallow_428_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/428/disallow.428.main_glosses.sp.r480x360.mp4	1.1.3	in front of body	actions and activities	disallow, disregard	disallow|disregard	dissociate from, ignore, not acknowledge, shut out, that's enough, the end of the matter	dissociate from|ignore|not acknowledge|shut out|that's enough|the end of the matter	whakakorea	whakakorea
disappointed, put up with	annoyed, endure, feel let down, live with, tolerate	pōuri, whakarongo uka	disappointed_1569_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/1569/disappointed.1569.main_glosses.vs.r480x360.mp4	1.1.1	chest	actions and activities|emotions	disappointed, put up with	disappointed|put|up|with	annoyed, endure, feel let down, live with, tolerate	annoyed|endure|feel let down|live with|tolerate	pouri, whakarongo uka	pouri|whakarongo uka
disappointed	disappointment, feel let down, regret	matekiri, rarua	disappointed_2853_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/2853/miss.2853.main_glosses.mb.r480x360.mp4	6.1.3	neck/throat	emotions	disappointed	disappointed	disappointment, feel let down, regret	disappointment|feel let down|regret	matekiri, rarua	matekiri|rarua
disappointed	disappointment, feel let down, regret	pōuri, rarua	disappointed_4959_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4959/disappointed.4959.main_glosses.rp.r480x360.mp4	6.5.2	lower head	emotions	disappointed	disappointed	disappointment, feel let down, regret	disappointment|feel let down|regret	pouri, rarua	pouri|rarua
discard, leave	abandon, give away	porowhiu, waiho	discard_1239_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/1239/abandon.1239.main_glosses.jo.r480x360.mp4	1.3.2	in front of body	actions and activities	discard, leave	discard|leave	abandon, give away	abandon|give away	porowhiu, waiho	porowhiu|waiho
discard	abandon, get rid of, leave	porowhiu, maka	discard_3374_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3374/abandon.3374.main_glosses.vs.r480x360.mp4	3.3.1	in front of body	actions and activities	discard	discard	abandon, get rid of, leave	abandon|get rid of|leave	porowhiu, maka	porowhiu|maka
discharge	get out of, release, send home	tukua, whakawātea	discharge_3695_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3695/discharge.3695.main_glosses.sp.r480x360.mp4	3.1.1	in front of body	actions and activities	discharge	discharge	get out of, release, send home	get out of|release|send home	tukua, whakawatea	tukua|whakawatea
disconnect, out of contact	lose contact, lose touch, out of touch	poroa, tapahia, kore e kōrero e kitekite	disconnect_5213_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5213/out_of_contact.5213.main_glosses.mb.r480x360.mp4	8.1.1	in front of body	communication and cognition|computers|people and relationships	disconnect, out of contact	disconnect|out|of|contact	lose contact, lose touch, out of touch	lose contact|lose touch|out of touch	poroa, tapahia, kore e korero e kitekite	poroa|tapahia|kore e korero e kitekite
disconnect	disaffiliate, disassociate, log off,  lose contact, lose touch, out of touch, sign out	whakaweto	disconnect_5563_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5563/disconnect.5563.main_glosses.sp.r480x360.mp4	4.3.1	in front of body	actions and activities|computers	disconnect	disconnect	disaffiliate, disassociate, log off,  lose contact, lose touch, out of touch, sign out	disaffiliate|disassociate|log off| lose contact|lose touch|out of touch|sign out	whakaweto	whakaweto
discount, reduce	less, reduction	hekenga utu, whakaheke(a)	discount_5413_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5413/discount.5413.main_glosses.mb.r480x360.mp4	1.1.1	in front of body	maths|money	discount, reduce	discount|reduce	less, reduction	less|reduction	hekenga utu, whakaheke(a)	hekenga utu|whakaheke(a)
discriminate	discrimination	aukati, whakaparahako	discriminate_6225_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6225/discriminate.6225.main_glosses.mb.r480x360.mp4	5.1.1	palm	law and crime|people and relationships	discriminate	discriminate	discrimination	discrimination	aukati, whakaparahako	aukati|whakaparahako
discus	throw discus	poroāwhio	discus_6266_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6266/discus.6266.main_glosses.mb.r480x360.mp4	4.2.2	in front of body	sports, recreation and hobbies	discus	discus	throw discus	throw discus	poroawhio	poroawhio
discuss	consult, conversation, discussion, under discussion	kōrero, kōrerorero	discuss_1211_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/1211/discuss.1211.main_glosses.vs.r480x360.mp4	1.3.2	in front of body	actions and activities|communication and cognition	discuss	discuss	consult, conversation, discussion, under discussion	consult|conversation|discussion|under discussion	korero, korerorero	korero|korerorero
discuss	discussion, have a talk about, talk about	kōrero, matapaki	discuss_2467_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/2467/discuss.2467.main_glosses.vs.r480x360.mp4	5.1.1	in front of body	communication and cognition	discuss	discuss	discussion, have a talk about, talk about	discussion|have a talk about|talk about	korero, matapaki	korero|matapaki
disgusted	disgusting, yucky	anuanu, whakarihariha	disgusted_5169_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5169/disgusted.5169.main_glosses.mb.r480x360.mp4	8.1.1	in front of body	qualities, description and comparison	disgusted	disgusted	disgusting, yucky	disgusting|yucky	anuanu, whakarihariha	anuanu|whakarihariha
disgusting	disgusted, horrible, loathe, revolting, sickening, yuck, yuk	weriweri, whakarihariha	disgusting_5757_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5757/disgusting.5757.main_glosses.sp.r480x360.mp4	5.3.1	chest	qualities, description and comparison	disgusting	disgusting	disgusted, horrible, loathe, revolting, sickening, yuck, yuk	disgusted|horrible|loathe|revolting|sickening|yuck|yuk	weriweri, whakarihariha	weriweri|whakarihariha
dismiss, expel	fire, get the sack, lay off, lose one's job, redundant, sack, throw out	panaia	dismiss_1110_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/1110/expel.1110.main_glosses.vs.r480x360.mp4	1.3.1	palm	actions and activities	dismiss, expel	dismiss|expel	fire, get the sack, lay off, lose one's job, redundant, sack, throw out	fire|get the sack|lay off|lose one's job|redundant|sack|throw out	panaia	panaia
display	exhibition	whakaaturanga	display_6198_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6198/exhibition.6198.main_glosses.rp.r480x360.mp4	1.1.1	in front of body	miscellaneous	display	display	exhibition	exhibition	whakaaturanga	whakaaturanga
displeased	cross, give a dirty look, stern	kāore i pai, hē ngā piropiro	displeased_1753_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/1753/stern.1753.main_glosses.sp.r480x360.mp4	2.3.1	in front of face	emotions|qualities, description and comparison	displeased	displeased	cross, give a dirty look, stern	cross|give a dirty look|stern	kaore i pai, he nga piropiro	kaore i pai|he nga piropiro
disseminate, spread	contagious, go around, publicise, widespread	tohatoha, hōrapa	disseminate_3437_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3437/spread.3437.main_glosses.mb.r480x360.mp4	3.3.1	in front of body	actions and activities|health	disseminate, spread	disseminate|spread	contagious, go around, publicise, widespread	contagious|go around|publicise|widespread	tohatoha, horapa	tohatoha|horapa
distribute	pass around	tohatoha, whakarato	distribute_3944_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3944/pass_around.3944.main_glosses.vs.r480x360.mp4	3.5.1	in front of body	actions and activities	distribute	distribute	pass around	pass around	tohatoha, whakarato	tohatoha|whakarato
distribute	hand out	tohatoha, tuari	distribute_6199_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6199/distibute.6199.main_glosses.spa.r480x360.mp4	4.2.2	in front of body	actions and activities	distribute	distribute	hand out	hand out	tohatoha, tuari	tohatoha|tuari
dither	keep changing one's mind	whakatenetene, tītoitoi haere	dither_5116_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5116/dither.5116.main_glosses.mb.r480x360.mp4	6.1.1	top of head	communication and cognition	dither	dither	keep changing one's mind	keep changing one's mind	whakatenetene, titoitoi haere	whakatenetene|titoitoi haere
dive	diving board	ruku, tirikohu	dive_2891_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/2891/dive.2891.main_glosses.mb.r480x360.mp4	6.1.1	back of hand	sports, recreation and hobbies	dive	dive	diving board	diving board	ruku, tirikohu	ruku|tirikohu
dive	scuba diving, skin diving	ruku	dive_2894_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/2894/diving.2894.main_glosses.mb.r480x360.mp4	6.1.1	palm	sports, recreation and hobbies	dive	dive	scuba diving, skin diving	scuba diving|skin diving	ruku	ruku
divide up	split up	tauwehe(a)	divide_up_1898_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/1898/side.1898.main_glosses.mb.r480x360.mp4	2.3.1	in front of body	actions and activities	divide up	divide|up	split up	split up	tauwehe(a)	tauwehe(a)
divide, separate	apart, break up, separation, split (up)	mahue, wehe	divide_6012_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6012/separate.6012.main_glosses.vs.r480x360.mp4	1.3.2	in front of body	actions and activities|people and relationships	divide, separate	divide|separate	apart, break up, separation, split (up)	apart|break up|separation|split (up)	mahue, wehe	mahue|wehe
divide	division	tauwehe	divide_2317_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/2317/divide.2317.main_glosses.mb.r480x360.mp4	5.1.2	in front of body	maths	divide	divide	division	division	tauwehe	tauwehe
divide	division	tauwehe	divide_2537_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/2537/divide.2537.main_glosses.rp.r480x360.mp4	5.1.1	in front of body	maths	divide	divide	division	division	tauwehe	tauwehe
divide	apportion, cut, slice	tauwehe, tapahi	divide_568_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/568/divide.568.main_glosses.jo.r480x360.mp4	1.1.1	palm	actions and activities|food and drink|maths	divide	divide	apportion, cut, slice	apportion|cut|slice	tauwehe, tapahi	tauwehe|tapahi
divorce	break up, divorced, separate, split up	mahue tūturu	divorce_2596_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/2596/divorce.2596.main_glosses.rp.r480x360.mp4	5.1.1	in front of body	people and relationships	divorce	divorce	break up, divorced, separate, split up	break up|divorced|separate|split up	mahue tuturu	mahue tuturu
divorce	divorced	mahue tūturu	divorce_4524_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4524/divorce.4524.main_glosses.rp.r480x360.mp4	6.3.1	fingers/thumb	people and relationships	divorce	divorce	divorced	divorced	mahue tuturu	mahue tuturu
dizzy	giddy, head spinning, vertigo	āmai, ānini, takaānini	dizzy_2004_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/2004/dizzy.2004.main_glosses.mb.r480x360.mp4	5.1.1	head	health|qualities, description and comparison	dizzy	dizzy	giddy, head spinning, vertigo	giddy|head spinning|vertigo	amai, anini, takaanini	amai|anini|takaanini
dizzy	giddy, head spinning, vertigo	āmai, ānini, takaānini	dizzy_1720_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/1720/dizzy.1720.main_glosses.sh.r480x360.mp4	2.3.1	in front of face	health|qualities, description and comparison	dizzy	dizzy	giddy, head spinning, vertigo	giddy|head spinning|vertigo	amai, anini, takaanini	amai|anini|takaanini
do the dishes	dry (dishes), wash up	horoi utauta	do_the_dishes_3538_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3538/do_the_dishes.3538.main_glosses.sp.r480x360.mp4	3.2.1	palm	actions and activities|house and garden	do the dishes	do|the|dishes	dry (dishes), wash up	dry (dishes)|wash up	horoi utauta	horoi utauta
doctor	physician	rata, tākuta	doctor_4520_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4520/doctor.4520.main_glosses.sp.r480x360.mp4	7.4.1	wrist	health|work	doctor	doctor	physician	physician	rata, takuta	rata|takuta
document	bill, certificate, contract, diagram, diploma, form, invoice, letter, map, paper, report, statement, will	kōrero, tānga	document_5833_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5833/document.5833.main_glosses.sp.r480x360.mp4	5.1.1	in front of body	education|law and crime|work	document	document	bill, certificate, contract, diagram, diploma, form, invoice, letter, map, paper, report, statement, will	bill|certificate|contract|diagram|diploma|form|invoice|letter|map|paper|report|statement|will	korero, tanga	korero|tanga
doesn't matter	don't worry about, forget it, in spite of, never mind, not important, regardless	aua atu, hei aha	doesn_t_matter_569_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/569/doesnt_matter.569.main_glosses.vs.r480x360.mp4	1.1.1	in front of body	miscellaneous	doesn't matter	doesn't|matter	don't worry about, forget it, in spite of, never mind, not important, regardless	don't worry about|forget it|in spite of|never mind|not important|regardless	aua atu, hei aha	aua atu|hei aha
doesn't matter	don't worry about, forget it, in spite of, never mind, not important, oh well, regardless	aua atu, hei aha	doesn_t_matter_1223_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/1223/doesnt_matter.1223.main_glosses.sp.r480x360.mp4	2.1.1	in front of body	miscellaneous	doesn't matter	doesn't|matter	don't worry about, forget it, in spite of, never mind, not important, oh well, regardless	don't worry about|forget it|in spite of|never mind|not important|oh well|regardless	aua atu, hei aha	aua atu|hei aha
dog	puppy	kurī	dog_1124_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/1124/dog.1124.main_glosses.jo.r480x360.mp4	1.3.1	in front of body	animals	dog	dog	puppy	puppy	kuri	kuri
doing things	keeping busy	mahi ana	doing_things_5637_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5637/doing_things.5637.main_glosses.sp.r480x360.mp4	2.1.1	in front of body	actions and activities	doing things	doing|things	keeping busy	keeping busy	mahi ana	mahi ana
doll	teddy bear	tāre	doll_5875_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5875/doll.5875.main_glosses.sp.r480x360.mp4	3.3.1	in front of body	house and garden	doll	doll	teddy bear	teddy bear	tare	tare
dolphin	porpoise	aihe	dolphin_752_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/752/dolphin.752.main_glosses.rp.r480x360.mp4	1.1.1	in front of body	animals	dolphin	dolphin	porpoise	porpoise	aihe	aihe
don't care about	don't want to know, indifferent, not interested in, nothing to do with me, so what, uninterested	aua atu, hei aha atu	don_t_care_about_4811_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4811/dont_care.4811.main_glosses.vs.r480x360.mp4	8.1.1	chest	emotions	don't care about	don't|care|about	don't want to know, indifferent, not interested in, nothing to do with me, so what, uninterested	don't want to know|indifferent|not interested in|nothing to do with me|so what|uninterested	aua atu, hei aha atu	aua atu|hei aha atu
don't care	disrespect, lack of regard for, not care for, not respect	kāore he aha, hei aha atu	don_t_care_3105_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3105/don_t_care.3105.main_glosses.mb.r480x360.mp4	5.1.2	lower head	emotions	don't care	don't|care	disrespect, lack of regard for, not care for, not respect	disrespect|lack of regard for|not care for|not respect	kaore he aha, hei aha atu	kaore he aha|hei aha atu
don't know	don't know anything, not know about, unaware, unknown	kāore e mōhio, kāore i mōhio	don_t_know_307_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/307/dont_know.307.main_glosses.spa.r480x360.mp4	1.1.1	top of head	communication and cognition	don't know	don't|know	don't know anything, not know about, unaware, unknown	don't know anything|not know about|unaware|unknown	kaore e mohio, kaore i mohio	kaore e mohio|kaore i mohio
don't tell	can't tell, keep mum, lips are sealed, remain silent, won't say	kaua e kōrero, kaua e whāki	don_t_tell_3007_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3007/don_t_tell.3007.main_glosses.jo.r480x360.mp4	4.3.2	lower head	communication and cognition	don't tell	don't|tell	can't tell, keep mum, lips are sealed, remain silent, won't say	can't tell|keep mum|lips are sealed|remain silent|won't say	kaua e korero, kaua e whaki	kaua e korero|kaua e whaki
donate	donation	hoatu, koha	donate_6081_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6081/donate.6081.main_glosses.rp.r480x360.mp4	4.3.2	in front of body	actions and activities|money	donate	donate	donation	donation	hoatu, koha	hoatu|koha
donut	doughnut	tōnati	donut_6396_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6396/donut.6396.main_glosses.spa.r480x360.mp4	6.5.1	in front of body	food and drink	donut	donut	doughnut	doughnut	tonati	tonati
double	twice	rearua, pūrua	double_2918_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/2918/double.2918.main_glosses.mb.r480x360.mp4	6.1.1	in front of body	maths|quantity and measure	double	double	twice	twice	rearua, purua	rearua|purua
down	downward	heke whakararo	down_5737_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5737/down.5737.main_glosses.sp.r480x360.mp4	5.1.2	in front of body	direction, location and spatial relations	down	down	downward	downward	heke whakararo	heke whakararo
drama	act, actor, perform, performance, play, theatre	whakaari	drama_5455_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5455/drama.5455.main_glosses.rp.r480x360.mp4	8.1.1	back of hand	sports, recreation and hobbies	drama	drama	act, actor, perform, performance, play, theatre	act|actor|perform|performance|play|theatre	whakaari	whakaari
drama	act, actor, perform, performance, play, theatre	whakaari	drama_4802_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4802/drama.4802.main_glosses.jt.r480x360.mp4	8.1.1	palm	sports, recreation and hobbies	drama	drama	act, actor, perform, performance, play, theatre	act|actor|perform|performance|play|theatre	whakaari	whakaari
draught beer	tap beer	waipiro kāho	draught_beer_3290_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3290/draught_beer.3290.main_glosses.mb.r480x360.mp4	3.3.1	in front of body	food and drink	draught beer	draught|beer	tap beer	tap beer	waipiro kaho	waipiro kaho
draughts	checkers, play draughts, play checkers	mū	draughts_3118_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3118/draughts.3118.main_glosses.rp.r480x360.mp4	4.2.2	in front of body	sports, recreation and hobbies	draughts	draughts	checkers, play draughts, play checkers	checkers|play draughts|play checkers	mu	mu
draw, vote	elect, election, raffle	kōwhiri, pōti	draw_4540_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4540/vote.4540.main_glosses.mb.r480x360.mp4	6.4.2	palm	actions and activities|government and politics	draw, vote	draw|vote	elect, election, raffle	elect|election|raffle	kowhiri, poti	kowhiri|poti
draw	tie	haupārua	draw_1160_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/1160/draw.1160.main_glosses.rp.r480x360.mp4	1.3.1	in front of body	sports, recreation and hobbies	draw	draw	tie	tie	hauparua	hauparua
draw	cartoon, design, drawing, graphics, sketch	tā	draw_3802_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3802/art.3802.main_glosses.rp.r480x360.mp4	3.5.2	head	actions and activities|sports, recreation and hobbies	draw	draw	cartoon, design, drawing, graphics, sketch	cartoon|design|drawing|graphics|sketch	ta	ta
draw	tie	haupārua	draw_800_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/800/draw.800.main_glosses.mb.r480x360.mp4	1.1.2	in front of body	quantity and measure|sports, recreation and hobbies	draw	draw	tie	tie	hauparua	hauparua
draw	tie	haupārua	draw_942_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/942/draw.942.main_glosses.mb.r480x360.mp4	1.1.2	in front of body	quantity and measure|sports, recreation and hobbies	draw	draw	tie	tie	hauparua	hauparua
drawer	chest of drawers, open a drawer, scotch chest	toroa, pae kākahu, hautō	drawer_4819_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4819/drawer.4819.main_glosses.vs.r480x360.mp4	3.2.1	in front of body	house and garden	drawer	drawer	chest of drawers, open a drawer, scotch chest	chest of drawers|open a drawer|scotch chest	toroa, pae kakahu, hauto	toroa|pae kakahu|hauto
dream, imagine	envision, imagination, vision	wawata, whakaarohia ake	dream_5988_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5988/dream.5988.main_glosses.rp.TWO.r480x360.mp4	3.3.1	top of head	communication and cognition|emotions	dream, imagine	dream|imagine	envision, imagination, vision	envision|imagination|vision	wawata, whakaarohia ake	wawata|whakaarohia ake
dream	daydream, vision	wawata ana	dream_4741_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4741/dream.4741.main_glosses.mb.r480x360.mp4	1.1.1	top of head	emotions	dream	dream	daydream, vision	daydream|vision	wawata ana	wawata ana
dress	costume, wear	kaka, kākahu	dress_6271_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6271/dress.6271.main_glosses.mb.r480x360.mp4	2.1.1	chest	clothes 	dress	dress	costume, wear	costume|wear	kaka, kakahu	kaka|kakahu
dressing gown	bathrobe, robe	pueru whakakākahu	dressing_gown_3968_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3968/dressing_gown.3968.main_glosses.jo.r480x360.mp4	3.5.1	abdomen	clothes 	dressing gown	dressing|gown	bathrobe, robe	bathrobe|robe	pueru whakakakahu	pueru whakakakahu
drill	power drill	wiri, hōrete	drill_2759_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/2759/drill.2759.main_glosses.spa.r480x360.mp4	6.4.1	in front of body	house and garden	drill	drill	power drill	power drill	wiri, horete	wiri|horete
drink	beer, drinking, have a drink, milk, wine	inu, unu	drink_4264_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4264/drink.4264.main_glosses.mb.r480x360.mp4	1.4.1	in front of face	actions and activities|food and drink	drink	drink	beer, drinking, have a drink, milk, wine	beer|drinking|have a drink|milk|wine	inu, unu	inu|unu
drinking fountain	water fountain, drink (from a drinking fountain)	puna inu	drinking_fountain_6397_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6397/drinking_fountain.6397.main_glosses.dh.r480x360.mp4	3.1.1	lower head	food and drink	drinking fountain	drinking|fountain	water fountain, drink (from a drinking fountain)	water fountain|drink (from a drinking fountain)	puna inu	puna inu
drip	drop, leak	māturu, turuturu	drip_4399_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4399/drip.4399.main_glosses.vs.r480x360.mp4	4.1.1	in front of body	actions and activities	drip	drip	drop, leak	drop|leak	maturu, turuturu	maturu|turuturu
drive	drive to	taraiwa	drive_3430_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3430/drive.3430.main_glosses.mb.r480x360.mp4	3.3.1	in front of body	travel and transportation	drive	drive	drive to	drive to	taraiwa	taraiwa
drop off	leave	whakataka atu	drop_off_5915_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5915/drop_off.5915.main_glosses.sp.r480x360.mp4	4.2.1	in front of body	actions and activities	drop off	drop|off	leave	leave	whakataka atu	whakataka atu
drop	let go, relinquish	taka	drop_5734_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5734/drop.5734.main_glosses.mb.r480x360.mp4	3.3.1	in front of body	actions and activities	drop	drop	let go, relinquish	let go|relinquish	taka	taka
drug (illegal)	heroin, inject drug, shoot up	whakapōauau	drug_illegal_2793_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/2793/drugs.2793.main_glosses.jo.r480x360.mp4	6.5.2	upper arm	law and crime	drug (illegal)	drug|illegal	heroin, inject drug, shoot up	heroin|inject drug|shoot up	whakapoauau	whakapoauau
drug	hallucinogenic drug, narcotic	whakapōauau	drug_4737_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4737/drugs.4737.main_glosses.jo.r480x360.mp4	6.6.2	upper arm	law and crime	drug	drug	hallucinogenic drug, narcotic	hallucinogenic drug|narcotic	whakapoauau	whakapoauau
drum(s), play drums	band, drummer, percussion	pahū	drum_3904_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3904/drum.3904.main_glosses.mb.r480x360.mp4	3.5.1	in front of body	sports, recreation and hobbies	drum(s), play drums	drum|s|play|drums	band, drummer, percussion	band|drummer|percussion	pahu	pahu
drunk	inebriated, pissed	haurangi	drunk_3219_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3219/drunk.3219.main_glosses.mb.r480x360.mp4	3.3.1	in front of face	qualities, description and comparison	drunk	drunk	inebriated, pissed	inebriated|pissed	haurangi	haurangi
drunk	inebriated, pissed	haurangi	drunk_5878_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5878/drunk.5878.main_glosses.mb.r480x360.mp4	1.1.2	in front of face	qualities, description and comparison	drunk	drunk	inebriated, pissed	inebriated|pissed	haurangi	haurangi
drunk	inebriated, pissed	haurangi	drunk_5902_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5902/drunk.5902.main_glosses.mb.r480x360.mp4	4.2.1	in front of face	qualities, description and comparison	drunk	drunk	inebriated, pissed	inebriated|pissed	haurangi	haurangi
