offer		tāpaetanga	offer_1852_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/1852/offer.1852.main_glosses.vs.r480x360.mp4	1.3.2	in front of body	actions and activities	offer	offer			tapaetanga	tapaetanga
office		tari	office_3800_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3800/office.3800.main_glosses.jo.r480x360.mp4	3.5.2	in front of body	places|work	office	office			tari	tari
office		tari	office_3124_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3124/office.3124.main_glosses.jo.r480x360.mp4	4.3.1	in front of body	places|work	office	office			tari	tari
Ohakea		Ohakea	ohakea_6646_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6646/Ohakea.6646.main_glosses.mb.mp4	1.2.2	top of head	new zealand place names	ohakea	ohakea			ohakea	ohakea
Ohakea		Ohakea	ohakea_6647_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6647/Ohakea.6647.main_glosses.mb.mp4	6.6.1	in front of body	new zealand place names	ohakea	ohakea			ohakea	ohakea
Ohakune		Ohakune	ohakune_6648_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6648/Ohakune.6648.main_glosses.mb.mp4	3.3.1	lower head	new zealand place names	ohakune	ohakune			ohakune	ohakune
Ohaupo		Ohaupo	ohaupo_6649_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6649/Ohaupo.6649.main_glosses.mb.mp4	4.3.1	in front of body	new zealand place names	ohaupo	ohaupo			ohaupo	ohaupo
oil		hinu	oil_2806_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/2806/oil.2806.main_glosses.mb.r480x360.mp4	6.4.1	in front of body	travel and transportation	oil	oil			hinu	hinu
old-fashioned		tawhito	old_fashioned_4651_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4651/old_fashioned.4651.main_glosses.jo.r480x360.mp4	6.1.3	nose	qualities, description and comparison	old-fashioned	old|fashioned			tawhito	tawhito
old-fashioned		tawhito	old_fashioned_2695_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/2695/old_fashioned.2695.main_glosses.jo.r480x360.mp4	6.5.2	nose	qualities, description and comparison	old-fashioned	old|fashioned			tawhito	tawhito
on the left		taha mauī	on_the_left_884_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/884/on_the_left.884.main_glosses.jo.r480x360.mp4	1.1.1	in front of body	direction, location and spatial relations	on the left	on|the|left			taha maui	taha maui
on the right		taha matau	on_the_right_3263_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3263/right_wing.3263.main_glosses.vs.r480x360.mp4	1.1.1	in front of body	direction, location and spatial relations	on the right	on|the|right			taha matau	taha matau
one dollar		kotahi tāra	one_dollar_6234_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6234/dollar.6234.main_glosses.mb.r480x360.mp4	5.1.1	lower head	money|numbers	one dollar	one|dollar			kotahi tara	kotahi tara
one dollar		kotahi tāra	one_dollar_6233_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6233/dollar.6233.main_glosses.mb.r480x360.mp4	5.1.1	in front of body	money|numbers	one dollar	one|dollar			kotahi tara	kotahi tara
one hour		kotahi hāora, hāora kotahi	one_hour_5425_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5425/one_hour.5425.main_glosses.mb.r480x360.mp4	5.1.1	in front of body	numbers|time	one hour	one|hour			kotahi haora, haora kotahi	kotahi haora|haora kotahi
one-handed fingerspelling		tuhi ki te mati kotahi	one_handed_fingerspelling_1814_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/1814/ASL_fingerspelling.1814.main_glosses.mb.r480x360.mp4	2.3.1	in front of body	deaf-related|language and linguistics	one-handed fingerspelling	one|handed|fingerspelling			tuhi ki te mati kotahi	tuhi ki te mati kotahi
Onehunga		Onehunga	onehunga_6650_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6650/Onehunga.6650.main_glosses.mb.mp4	1.1.1	neck/throat	new zealand place names	onehunga	onehunga			onehunga	onehunga
Onehunga		Onehunga	onehunga_6944_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6944/Onehunga.6944.main_glosses.mb.mp4	2.1.1	fingers/thumb	new zealand place names	onehunga	onehunga			onehunga	onehunga
Onekawa		Onekawa	onekawa_6651_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6651/Onekawa.6651.main_glosses.mb.mp4	4.3.1	in front of body	new zealand place names	onekawa	onekawa			onekawa	onekawa
Onerahi		Onerahi	onerahi_6652_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6652/Onerahi.6652.main_glosses.mb.mp4	6.6.1	in front of body	new zealand place names	onerahi	onerahi			onerahi	onerahi
Oneroa		Oneroa	oneroa_6653_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6653/Oneroa.6653.main_glosses.mb.mp4	3.3.1	in front of body	new zealand place names	oneroa	oneroa			oneroa	oneroa
Onetangi		Onetangi	onetangi_6654_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6654/Onetangi.6654.main_glosses.mb.mp4	5.1.1	eyes	new zealand place names	onetangi	onetangi			onetangi	onetangi
onion		riki	onion_2137_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/2137/onion.2137.main_glosses.mb.r480x360.mp4	5.1.1	cheek	food and drink	onion	onion			riki	riki
oops		auē	oops_353_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/353/oops.353.main_glosses.jo.r480x360.mp4	1.1.1	lower head	miscellaneous	oops	oops			aue	aue
Opawa		Ōpāwaho	opawa_6655_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6655/Opawa.6655.main_glosses.mb.mp4	4.3.1	in front of body	new zealand place names	opawa	opawa			opawaho	opawaho
open door		huakina te tatau	open_door_5505_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5505/open_door.5505.main_glosses.sp.r480x360.mp4	3.5.1	in front of body	actions and activities	open door	open|door			huakina te tatau	huakina te tatau
open		tuwhera	open_748_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/748/open.748.main_glosses.jo.r480x360.mp4	1.1.1	in front of body	actions and activities|qualities, description and comparison	open	open			tuwhera	tuwhera
Opiki		Opiki	opiki_6656_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6656/Opiki.6656.main_glosses.mb.mp4	1.1.1	in front of body	new zealand place names	opiki	opiki			opiki	opiki
Opononi		Opononi	opononi_6657_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6657/Opononi.6657.main_glosses.mb.mp4	1.1.1	in front of body	new zealand place names	opononi	opononi			opononi	opononi
or		rānei	or_6210_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6210/or.6210.main_glosses.sp.r480x360.mp4	2.1.1	in front of body	miscellaneous	or	or			ranei	ranei
orange		ārani	orange_1820_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/1820/orange.1820.main_glosses.rp.r480x360.mp4	2.3.1	in front of body	food and drink	orange	orange			arani	arani
Oreti Beach			oreti_beach_6859_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6859/Oreti_Beach.6859.main_glosses.mb.mp4	4.2.1	in front of body	new zealand place names	oreti beach	oreti|beach				
Orewa		Orewa	orewa_6658_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6658/Orewa.6658.main_glosses.mb.mp4	4.2.1	in front of body	new zealand place names	orewa	orewa			orewa	orewa
Oriental Bay			oriental_bay_6860_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6860/Oriental_Bay.6860.main_glosses.mb.mp4	4.2.1	in front of body	new zealand place names	oriental bay	oriental|bay				
Ostend			ostend_6659_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6659/Ostend.6659.main_glosses.mb.mp4	5.1.1	in front of body	new zealand place names	ostend	ostend				
Otago		Otākou	otago_5466_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5466/otago.5466.main_glosses.mb.r480x360.mp4	4.2.1	in front of body	new zealand place names	otago	otago			otakou	otakou
Otaki		Ōtaki	otaki_6660_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6660/Otaki.6660.main_glosses.mb.mp4	4.3.1	in front of body	new zealand place names	otaki	otaki			otaki	otaki
Ōtara		Ōtara	otara_6661_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6661/Otara.6661.main_glosses.mb.mp4	3.1.1	neck/throat	new zealand place names	otara	otara			otara	otara
Ōtara		Ōtara	otara_6662_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6662/Otara.6662.main_glosses.mb.mp4	4.2.1	in front of body	new zealand place names	otara	otara			otara	otara
Otorohanga		Otorohanga	otorohanga_6663_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6663/Otorohanga.6663.main_glosses.mb.mp4	6.3.2	nose	new zealand place names	otorohanga	otorohanga			otorohanga	otorohanga
overalls		tāngari	overalls_5053_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5053/overalls.5053.main_glosses.mb.r480x360.mp4	4.1.1	abdomen	clothes 	overalls	overalls			tangari	tangari
overlap		inaki	overlap_5365_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5365/overlap.5365.main_glosses.jt.r480x360.mp4	1.1.1	fingers/thumb	direction, location and spatial relations|qualities, description and comparison	overlap	overlap			inaki	inaki
overnight		mō te pō	overnight_457_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/457/overnight.457.main_glosses.mb.r480x360.mp4	1.3.2	in front of body	time	overnight	overnight			mo te po	mo te po
overtime		haora tuwhene	overtime_796_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/796/overtime.796.main_glosses.rp.r480x360.mp4	1.3.2	in front of body	work	overtime	overtime			haora tuwhene	haora tuwhene
owl		ruru	owl_5054_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5054/owl.5054.main_glosses.mb.r480x360.mp4	5.1.1	in front of face	animals	owl	owl			ruru	ruru
oyster		tio	oyster_4193_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4193/oyster.4193.main_glosses.vs.r480x360.mp4	3.1.1	nose	animals|food and drink	oyster	oyster			tio	tio
pack		pōkai	pack_4160_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4160/grocery.4160.main_glosses.vs.r480x360.mp4	4.2.1	in front of body	actions and activities	pack	pack			pokai	pokai
Paeroa		Paeroa	paeroa_6664_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6664/Paeroa.6664.main_glosses.mb.mp4	1.4.1	in front of body	new zealand place names	paeroa	paeroa			paeroa	paeroa
Paeroa		Paeroa	paeroa_6945_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6945/Paeroa.6945.main_glosses.mb.mp4	1.4.1	palm	new zealand place names	paeroa	paeroa			paeroa	paeroa
page		whārangi	page_400_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/400/page.400.main_glosses.spa.r480x360.mp4	1.1.1	palm	education|work	page	page			wharangi	wharangi
Pahiatua		Pahīatua	pahiatua_6665_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6665/Pahiatua.6665.main_glosses.mb.mp4	5.1.1	neck/throat	new zealand place names	pahiatua	pahiatua			pahiatua	pahiatua
paint		peita	paint_3791_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3791/decorate.3791.main_glosses.rp.r480x360.mp4	3.5.1	in front of body	actions and activities	paint	paint			peita	peita
Pakiri		Pakiri	pakiri_6946_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6946/Pakiri.6946.main_glosses.mb.mp4	2.3.2	in front of body	new zealand place names	pakiri	pakiri			pakiri	pakiri
Pakuranga		Pakuranga	pakuranga_6666_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6666/Pakuranga.6666.main_glosses.mb.mp4	4.1.1	fingers/thumb	new zealand place names	pakuranga	pakuranga			pakuranga	pakuranga
Pakuranga		Pakuranga	pakuranga_6861_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6861/Pakuranga.6861.main_glosses.mb.mp4	4.3.1	fingers/thumb	new zealand place names	pakuranga	pakuranga			pakuranga	pakuranga
(palm) orientation		anga o te kapunga	palm_orientation_5310_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5310/palm_orientation.5310.main_glosses.sp.r480x360.mp4	1.1.1	fingers/thumb	language and linguistics	(palm) orientation	palm|orientation			anga o te kapunga	anga o te kapunga
Palmerston North		Te Papaioea	palmerston_north_4383_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4383/palmerston_north.4383.main_glosses.mb.r480x360.mp4	4.1.1	fingers/thumb	new zealand place names	palmerston north	palmerston|north			te papaioea	te papaioea
pancake		panikeke	pancake_6441_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6441/pancake.6441.main_glosses.spa.r480x360.mp4	1.1.3	in front of body	food and drink	pancake	pancake			panikeke	panikeke
pancake		panikeke	pancake_6525_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6525/pancake.6525.main_glosses.spa.r480x360.mp4	3.5.1	in front of body	food and drink	pancake	pancake			panikeke	panikeke
panda		pea	panda_6442_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6442/panda.6442.main_glosses.spa.r480x360.mp4	2.3.1	in front of body	animals	panda	panda			pea	pea
Pandora			pandora_6862_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6862/Pandora.6862.main_glosses.mb.mp4	4.1.1	fingers/thumb	new zealand place names	pandora	pandora				
Panmure			panmure_6947_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6947/Panmure.6947.main_glosses.mb.mp4	2.3.1	in front of body	new zealand place names	panmure	panmure				
Papakura		Papakura	papakura_6863_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6863/Papakura.6863.main_glosses.mb.mp4	4.2.2	in front of body	new zealand place names	papakura	papakura			papakura	papakura
Papakura		Papakura	papakura_6864_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6864/Papakura.6864.main_glosses.mb.mp4	4.2.2	in front of body	new zealand place names	papakura	papakura			papakura	papakura
Papamoa		Papamoa	papamoa_6667_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6667/Papamoa.6667.main_glosses.mb.mp4	4.1.1	fingers/thumb	new zealand place names	papamoa	papamoa			papamoa	papamoa
Papanui		Papanui	papanui_6668_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6668/Papanui.6668.main_glosses.mb.mp4	6.1.1	in front of body	new zealand place names	papanui	papanui			papanui	papanui
Papatoetoe		Papatoetoe	papatoetoe_6948_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6948/Papatoetoe.6948.main_glosses.mb.mp4	4.1.1	fingers/thumb	new zealand place names	papatoetoe	papatoetoe			papatoetoe	papatoetoe
parade		whakatūtū	parade_6126_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6126/parade.6126.main_glosses.jt.r480x360.mp4	2.1.1	in front of body	actions and activities|events and celebrations	parade	parade			whakatutu	whakatutu
Paraparaumu		Paraparaumu	paraparaumu_5412_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5412/Paraparaumu.5412.main_glosses.vs.r480x360.mp4	3.3.1	in front of body	new zealand place names	paraparaumu	paraparaumu			paraparaumu	paraparaumu
Paremata		Paremata	paremata_6669_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6669/Paremata.6669.main_glosses.mb.mp4	4.1.1	fingers/thumb	new zealand place names	paremata	paremata			paremata	paremata
parents		mātua	parents_4706_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4706/parents.4706.main_glosses.vs.r480x360.mp4	6.1.2	in front of body	family	parents	parents			matua	matua
Parnell			parnell_6670_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6670/Parnell.6670.main_glosses.mb.mp4	1.1.3	in front of body	new zealand place names	parnell	parnell				
part-time		harangotengote	part_time_5756_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5756/part_time.5756.main_glosses.jt.r480x360.mp4	4.1.1	fingers/thumb	time|work	part-time	part|time			harangotengote	harangotengote
part-time		harangotengote	part_time_4393_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4393/part_time.4393.main_glosses.sp.r480x360.mp4	4.1.1	fingers/thumb	work	part-time	part|time			harangotengote	harangotengote
party		pātī, whakangahau	party_6001_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6001/party.6001.main_glosses.rp.r480x360.mp4	1.1.3	in front of body	events and celebrations	party	party			pati, whakangahau	pati|whakangahau
party		pātī, whakangahau	party_3922_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3922/party.3922.main_glosses.rp.r480x360.mp4	3.5.1	in front of body	events and celebrations	party	party			pati, whakangahau	pati|whakangahau
pass		puta	pass_886_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/886/passed.886.main_glosses.vs.r480x360.mp4	1.1.1	palm	actions and activities|education	pass	pass			puta	puta
pass		puta	pass_5933_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5933/passed.5933.main_glosses.sp.r480x360.mp4	5.1.1	in front of body	actions and activities	pass	pass			puta	puta
past (the hour)		mai i te, pāhi i te	past_the_hour_6229_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6229/past_hour.6229.main_glosses.mb.r480x360.mp4	1.1.1	in front of body	numbers|time	past (the hour)	past|the|hour			mai i te, pahi i te	mai i te|pahi i te
Pauanui		Pauanui	pauanui_6671_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6671/Pauanui.6671.main_glosses.mb.mp4	1.1.3	in front of body	new zealand place names	pauanui	pauanui			pauanui	pauanui
pavlova		purini kahu tāhungahunga	pavlova_2364_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/2364/pavlova.2364.main_glosses.jo.r480x360.mp4	5.1.1	palm	food and drink	pavlova	pavlova			purini kahu tahungahunga	purini kahu tahungahunga
pay		utu	pay_3850_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3850/pay.3850.main_glosses.mb.r480x360.mp4	3.5.1	in front of body	actions and activities|money	pay	pay			utu	utu
peacock		pīkake	peacock_6444_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6444/peacock.6444.main_glosses.spa.r480x360.mp4	2.1.2	top of head	animals	peacock	peacock			pikake	pikake
peanut butter		pata pīnati	peanut_butter_6445_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6445/peanut_butter.6445.main_glosses.spa.r480x360.mp4	1.3.2	lower head	food and drink	peanut butter	peanut|butter			pata pinati	pata pinati
peanut butter		pata pīnati	peanut_butter_6446_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6446/peanut_butter.6446.main_glosses.spa.r480x360.mp4	4.1.1	fingers/thumb	food and drink	peanut butter	peanut|butter			pata pinati	pata pinati
penalty card		kāri whero	penalty_card_6567_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6567/penalty_card.6567.main_glosses.dh.r480x360.mp4	3.5.1	in front of body	sports, recreation and hobbies	penalty card	penalty|card			kari whero	kari whero
penguin		kororā	penguin_6128_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6128/penguin.6128.main_glosses.mb.r480x360.mp4	1.1.3	hips/pelvis/groin	animals	penguin	penguin			korora	korora
people		tāngata	people_2095_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/2095/people.2095.main_glosses.sp.r480x360.mp4	5.1.1	nose	people and relationships	people	people			tangata	tangata
Perth		Pēta	perth_4145_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4145/perth.4145.main_glosses.jo.r480x360.mp4	4.2.1	in front of body	countries and cities	perth	perth			peta	peta
Petone			petone_6949_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6949/Petone.6949.main_glosses.mb.mp4	4.3.1	fingers/thumb	new zealand place names	petone	petone				
physics		ahupūngao	physics_5599_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5599/physics.5599.main_glosses.sp.r480x360.mp4	6.1.4	in front of body	education|science	physics	physics			ahupungao	ahupungao
picnic		pikiniki	picnic_5490_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5490/picnic.5490.main_glosses.sp.r480x360.mp4	3.1.1	neck/throat	events and celebrations|food and drink	picnic	picnic			pikiniki	pikiniki
Picton		Waitohi	picton_3648_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3648/Picton.3648.main_glosses.mb.r480x360.mp4	3.1.1	neck/throat	new zealand place names	picton	picton			waitohi	waitohi
pig, pork		poaka	pig_4013_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4013/pig.4013.main_glosses.mb.r480x360.mp4	3.3.1	in front of face	animals|food and drink	pig, pork	pig|pork			poaka	poaka
Piha		Piha	piha_6672_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6672/Piha.6672.main_glosses.mb.mp4	2.3.1	top of head	new zealand place names	piha	piha			piha	piha
pillow		urunga, pera	pillow_4276_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4276/pillow.4276.main_glosses.rp.r480x360.mp4	1.4.1	head	house and garden	pillow	pillow			urunga, pera	urunga|pera
pineapple		paināporo	pineapple_6448_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6448/pineapple.6448.main_glosses.dh.r480x360.mp4	1.3.1	in front of body	food and drink	pineapple	pineapple			painaporo	painaporo
pink		māwhero	pink_2136_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/2136/pink.2136.main_glosses.jo.r480x360.mp4	5.2.1	cheek	colours 	pink	pink			mawhero	mawhero
Pirimai		Pirimai	pirimai_6673_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6673/Pirimai.6673.main_glosses.mb.mp4	4.1.1	fingers/thumb	new zealand place names	pirimai	pirimai			pirimai	pirimai
pizza		parehe	pizza_5395_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5395/pizza.5395.main_glosses.mb.r480x360.mp4	4.2.2	palm	food and drink	pizza	pizza			parehe	parehe
plant		tipu, tupu	plant_5649_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5649/plant.5649.main_glosses.sp.r480x360.mp4	3.3.1	palm	house and garden|nature and environment	plant	plant			tipu, tupu	tipu|tupu
plant		tipu, tupu	plant_4124_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4124/plant.4124.main_glosses.jo.r480x360.mp4	4.2.1	in front of body	house and garden|nature and environment	plant	plant			tipu, tupu	tipu|tupu
plant		whakatō	plant_4134_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4134/plant.4134.main_glosses.sp.r480x360.mp4	4.2.2	in front of body	house and garden|sports, recreation and hobbies	plant	plant			whakato	whakato
plaster cast		pāpāuku	plaster_cast_4268_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4268/plaster_cast.4268.main_glosses.rp.r480x360.mp4	1.4.1	upper arm	health	plaster cast	plaster|cast			papauku	papauku
please		koa	please_385_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/385/please.385.main_glosses.sp.r480x360.mp4	1.1.1	lower head	miscellaneous	please	please			koa	koa
Plimmerton			plimmerton_6674_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6674/Plimmerton.6674.main_glosses.mb.mp4	4.1.1	fingers/thumb	new zealand place names	plimmerton	plimmerton				
plum		paramu	plum_4142_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/4142/plum.4142.main_glosses.sp.r480x360.mp4	4.2.1	in front of body	food and drink	plum	plum			paramu	paramu
(pneumatic) drill		houhou	pneumatic_drill_3569_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3569/drill.3569.main_glosses.rp.r480x360.mp4	3.3.1	in front of body	work	(pneumatic) drill	pneumatic|drill			houhou	houhou
pocket		pūkoro	pocket_5780_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/5780/pocket.5780.main_glosses.sp.r480x360.mp4	1.1.3	hips/pelvis/groin	clothes 	pocket	pocket			pukoro	pukoro
Pohe Island			pohe_island_6865_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6865/Pohe_Island.6865.main_glosses.mb.mp4	4.3.1	fingers/thumb	new zealand place names	pohe island	pohe|island				
poi		poi	poi_3940_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/3940/poi.3940.main_glosses.jt.r480x360.mp4	3.5.1	in front of body	maori culture and concepts	poi	poi			poi	poi
Point England			point_england_6867_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6867/Point_England.6867.main_glosses.mb.mp4	5.1.1	palm	new zealand place names	point england	point|england				
Pokeno		Pokeno	pokeno_6675_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6675/Pokeno.6675.main_glosses.mb.mp4	3.3.1	in front of face	new zealand place names	pokeno	pokeno			pokeno	pokeno
policy		kaupapa here	policy_6022_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6022/policy.6022.main_glosses.mb.r480x360.mp4	6.1.1	palm	government and politics|law and crime	policy	policy			kaupapa here	kaupapa here
Ponsonby			ponsonby_6950_default.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6950/Ponsonby.6950.main_glosses.mb.mp4	6.5.1	chest	new zealand place names	ponsonby	ponsonby				
pony, ride a pony		poni, eke poni	pony_6526_high_resolution.png	http://freelex.nzsl.vuw.ac.nz/dnzsl/freelex/assets/6526/pony.6526.main_glosses.dh.r480x360.mp4	3.3.1	in front of body	actions and activities|animals	pony, ride a pony	pony|ride|a|pony			poni, eke poni	poni|eke poni
